date,Ta_Avg（℃）,RH-Avg（%）,TC_10cm℃,TC_20cm℃,TC_30cm℃,OT1,OT,OT3,EC_10cmds/m,EC_20cmds/m,EC_30cmds/m
2022-03-05 04:00:00,1.507,44.57,7.15,8.82,8.91,17.35,22.36,35.01,0.046,0.071,0.453
2022-03-05 04:30:00,1.154,46.93,6.95,8.69,8.86,17.19,22.16,35.14,0.046,0.073,0.453
2022-03-05 05:00:00,1.138,48.23,6.72,8.56,8.82,17.39,21.96,35.19,0.044,0.071,0.453
2022-03-05 05:30:00,1.385,48.33,6.51,8.44,8.76,17.51,22.05,35.3,0.043,0.071,0.453
2022-03-05 06:00:00,0.937,49.84,6.31,8.31,8.71,17.15,22.24,35.5,0.041,0.072,0.454
2022-03-05 06:30:00,0.07,52.16,6.1,8.18,8.67,17.23,22.26,35.18,0.044,0.073,0.452
2022-03-05 07:00:00,0.318,51.62,5.92,8.06,8.61,17.17,22.14,35.05,0.041,0.072,0.451
2022-03-05 07:30:00,1.107,49.51,5.73,7.93,8.54,17.23,22.43,35.08,0.041,0.07,0.451
2022-03-05 08:00:00,2.155,46.57,5.57,7.8,8.48,17.19,22.22,35.01,0.042,0.071,0.451
2022-03-05 08:30:00,4.447,40.98,5.45,7.68,8.42,17.34,22.33,35.05,0.041,0.068,0.449
2022-03-05 09:00:00,7.14,33.33,5.41,7.57,8.35,17.24,22.01,35.12,0.04,0.068,0.451
2022-03-05 09:30:00,8.64,25.85,5.47,7.47,8.29,17.18,22.12,35.16,0.04,0.068,0.45
2022-03-05 10:00:00,9.53,23.15,5.67,7.38,8.22,17.33,21.91,34.97,0.04,0.071,0.449
2022-03-05 10:30:00,10.41,22.97,5.88,7.3,8.16,17.21,21.95,35.09,0.039,0.067,0.45
2022-03-05 11:00:00,11.51,22.5,6.14,7.26,8.1,17.22,22.11,35.13,0.041,0.069,0.449
2022-03-05 11:30:00,12.1,22.66,6.49,7.24,8.06,17.22,22.01,35.26,0.039,0.068,0.45
2022-03-05 12:00:00,12.83,21.81,7.03,7.24,7.99,17.05,22.02,34.99,0.042,0.067,0.449
2022-03-05 12:30:00,13.81,19.28,7.82,7.28,7.95,17.23,22.03,35.05,0.046,0.067,0.446
2022-03-05 13:00:00,14.24,17.42,8.69,7.36,7.93,17.38,21.98,34.91,0.045,0.068,0.447
2022-03-05 13:30:00,14.1,16.74,9.6,7.51,7.89,17.17,21.84,35.01,0.045,0.069,0.446
2022-03-05 14:00:00,14.45,16.49,10.43,7.7,7.89,17.31,22.01,34.87,0.049,0.07,0.447
2022-03-05 14:30:00,14.69,15.27,11.18,7.93,7.89,17.24,21.99,34.91,0.049,0.07,0.445
2022-03-05 15:00:00,15.2,15.34,11.83,8.18,7.91,17.49,22.48,34.96,0.051,0.069,0.445
2022-03-05 15:30:00,15.16,14.56,12.4,8.44,7.93,17.33,21.86,34.96,0.05,0.07,0.445
2022-03-05 16:00:00,15.17,14.67,12.82,8.71,7.99,17.24,22.02,35.12,0.05,0.072,0.446
2022-03-05 16:30:00,14.89,15.21,13.12,8.99,8.06,17.59,22.09,35.13,0.052,0.073,0.445
2022-03-05 17:00:00,14.27,15.21,13.28,9.25,8.12,17.59,21.88,34.9,0.052,0.071,0.445
2022-03-05 17:30:00,13.7,16.15,13.26,9.49,8.22,17.6,21.99,34.86,0.05,0.074,0.444
2022-03-05 18:00:00,12.28,20.91,13.02,9.68,8.31,17.64,22.05,34.57,0.052,0.07,0.446
2022-03-05 18:30:00,10.97,22.17,12.68,9.83,8.42,17.53,21.9,35.0,0.05,0.073,0.442
2022-03-05 19:00:00,10.39,23.94,12.24,9.94,8.5,17.57,22.2,35.31,0.051,0.073,0.446
2022-03-05 19:30:00,8.75,28.79,11.76,10.01,8.59,17.53,22.4,35.11,0.05,0.072,0.446
2022-03-05 20:00:00,7.943,29.69,11.31,10.03,8.67,17.21,22.13,34.93,0.051,0.074,0.445
2022-03-05 20:30:00,7.796,31.29,10.89,10.03,8.76,17.44,22.08,34.97,0.049,0.075,0.446
2022-03-05 21:00:00,7.303,34.41,10.51,9.99,8.82,17.4,21.94,35.1,0.05,0.073,0.446
2022-03-05 21:30:00,5.896,38.13,10.16,9.92,8.88,17.18,22.13,35.38,0.049,0.074,0.447
2022-03-05 22:00:00,6.333,35.53,9.83,9.86,8.91,17.38,21.98,35.07,0.048,0.071,0.446
2022-03-05 22:30:00,6.872,31.75,9.51,9.77,8.95,17.33,22.13,35.03,0.045,0.073,0.445
2022-03-05 23:00:00,6.585,30.87,9.21,9.68,8.97,17.32,22.07,34.98,0.047,0.073,0.447
2022-03-05 23:30:00,6.2,30.83,8.93,9.57,8.99,17.41,22.1,35.03,0.046,0.073,0.448
2022-03-06 00:00:00,6.479,29.71,8.67,9.47,8.99,16.98,22.11,34.74,0.047,0.075,0.448
2022-03-06 00:30:00,6.207,30.52,8.46,9.36,8.99,17.49,22.11,35.14,0.048,0.071,0.452
2022-03-06 01:00:00,5.129,33.83,8.22,9.25,8.97,17.19,22.06,34.85,0.045,0.073,0.446
2022-03-06 01:30:00,3.847,37.06,8.03,9.14,8.95,17.26,22.0,35.15,0.043,0.073,0.448
2022-03-06 02:00:00,3.436,37.77,7.82,9.03,8.93,17.16,22.16,34.85,0.044,0.073,0.449
2022-03-06 02:30:00,3.546,38.26,7.59,8.93,8.91,17.12,21.94,35.12,0.044,0.074,0.448
2022-03-06 03:00:00,3.16,41.13,7.38,8.82,8.88,17.3,22.35,34.83,0.043,0.073,0.448
2022-03-06 03:30:00,2.048,46.11,7.18,8.69,8.84,17.16,21.97,35.07,0.043,0.072,0.449
2022-03-06 04:00:00,2.397,48.41,6.99,8.59,8.8,16.92,22.15,34.9,0.044,0.071,0.447
2022-03-06 04:30:00,2.67,49.4,6.84,8.48,8.76,16.85,21.64,34.79,0.043,0.072,0.448
2022-03-06 05:00:00,2.487,50.59,6.72,8.37,8.71,17.0,22.03,35.09,0.044,0.072,0.449
2022-03-06 05:30:00,2.419,52.11,6.66,8.27,8.67,17.01,21.9,34.97,0.043,0.069,0.447
2022-03-06 06:00:00,1.972,55.58,6.57,8.16,8.63,17.01,21.94,34.94,0.04,0.068,0.447
2022-03-06 06:30:00,2.117,55.55,6.45,8.08,8.59,16.95,21.81,34.88,0.042,0.069,0.448
2022-03-06 07:00:00,1.909,57.39,6.31,7.99,8.54,17.1,21.78,35.13,0.043,0.069,0.446
2022-03-06 07:30:00,1.877,58.83,6.18,7.89,8.48,17.09,21.64,34.8,0.04,0.069,0.447
2022-03-06 08:00:00,2.458,58.35,6.08,7.82,8.44,17.02,21.84,34.9,0.041,0.069,0.448
2022-03-06 08:30:00,4.657,51.22,6.04,7.72,8.37,17.05,21.85,34.9,0.042,0.068,0.442
2022-03-06 09:00:00,6.663,40.88,6.08,7.63,8.33,16.87,21.75,34.82,0.041,0.066,0.445
2022-03-06 09:30:00,7.641,37.46,6.23,7.57,8.29,17.28,21.83,34.77,0.041,0.071,0.446
2022-03-06 10:00:00,8.79,35.65,6.45,7.53,8.25,17.08,21.83,34.75,0.039,0.069,0.443
2022-03-06 10:30:00,10.09,33.9,6.72,7.49,8.18,16.94,21.87,34.73,0.04,0.07,0.444
2022-03-06 11:00:00,10.81,34.05,7.03,7.49,8.14,16.93,21.53,34.79,0.043,0.067,0.444
2022-03-06 11:30:00,11.84,34.41,7.38,7.49,8.1,17.31,21.67,34.89,0.043,0.069,0.442
2022-03-06 12:00:00,12.58,35.02,7.82,7.53,8.08,17.09,21.96,34.97,0.044,0.068,0.442
2022-03-06 12:30:00,13.54,34.46,8.33,7.59,8.03,16.81,21.87,34.94,0.045,0.068,0.443
2022-03-06 13:00:00,13.89,32.59,8.86,7.68,8.01,17.03,21.98,34.94,0.045,0.068,0.442
2022-03-06 13:30:00,14.16,32.1,9.36,7.8,8.01,17.1,21.79,34.62,0.044,0.066,0.442
2022-03-06 14:00:00,14.48,31.48,9.77,7.93,8.01,17.19,21.69,34.78,0.044,0.067,0.439
2022-03-06 14:30:00,14.15,32.3,10.1,8.08,8.01,17.01,21.59,34.69,0.045,0.067,0.441
2022-03-06 15:00:00,13.97,33.57,10.34,8.22,8.03,16.75,21.85,34.78,0.047,0.067,0.443
2022-03-06 15:30:00,13.88,34.4,10.49,8.37,8.06,17.22,21.63,34.9,0.046,0.068,0.44
2022-03-06 16:00:00,13.77,35.29,10.58,8.52,8.1,17.09,21.75,34.54,0.045,0.067,0.44
2022-03-06 16:30:00,13.68,34.42,10.6,8.65,8.14,17.08,21.71,34.77,0.046,0.067,0.441
2022-03-06 17:00:00,13.39,31.02,10.6,8.78,8.18,17.31,21.69,34.84,0.044,0.069,0.441
2022-03-06 17:30:00,12.94,31.73,10.56,8.86,8.25,17.07,21.79,34.41,0.047,0.067,0.44
2022-03-06 18:00:00,12.49,31.71,10.47,8.95,8.29,17.13,21.83,34.76,0.046,0.067,0.439
2022-03-06 18:30:00,12.09,32.13,10.36,9.01,8.33,16.95,21.73,34.7,0.048,0.066,0.442
2022-03-06 19:00:00,11.69,33.89,10.18,9.06,8.37,17.12,21.62,34.73,0.048,0.065,0.44
2022-03-06 19:30:00,11.28,35.09,9.99,9.1,8.44,17.11,21.7,34.65,0.047,0.067,0.441
2022-03-06 20:00:00,10.72,37.22,9.79,9.1,8.48,16.99,21.68,34.86,0.046,0.068,0.44
2022-03-06 20:30:00,10.31,39.15,9.62,9.12,8.5,17.06,21.71,34.64,0.046,0.068,0.44
2022-03-06 21:00:00,9.9,41.17,9.4,9.1,8.54,16.88,21.66,34.63,0.046,0.067,0.441
2022-03-06 21:30:00,9.68,42.24,9.21,9.08,8.56,16.98,21.84,34.64,0.043,0.067,0.441
2022-03-06 22:00:00,9.3,43.53,9.01,9.03,8.59,17.16,21.94,34.87,0.043,0.071,0.443
2022-03-06 22:30:00,9.13,44.2,8.84,8.99,8.61,17.08,21.95,34.85,0.046,0.07,0.441
2022-03-06 23:00:00,9.18,44.5,8.67,8.95,8.61,16.82,21.95,34.85,0.044,0.069,0.443
2022-03-06 23:30:00,9.2,45.32,8.52,8.88,8.63,17.14,21.5,34.63,0.045,0.068,0.441
2022-03-07 00:00:00,9.02,46.84,8.37,8.84,8.63,16.9,21.84,34.75,0.044,0.068,0.438
2022-03-07 00:30:00,8.79,48.78,8.27,8.78,8.63,16.98,21.57,34.59,0.043,0.069,0.44
2022-03-07 01:00:00,8.51,50.85,8.16,8.71,8.63,16.8,21.98,34.76,0.044,0.067,0.44
2022-03-07 01:30:00,8.04,53.22,8.06,8.67,8.61,16.92,21.72,34.84,0.043,0.069,0.444
2022-03-07 02:00:00,7.177,56.83,7.95,8.61,8.59,16.99,21.67,35.05,0.042,0.068,0.44
2022-03-07 02:30:00,5.618,61.93,7.82,8.54,8.59,16.73,21.58,34.65,0.044,0.069,0.44
2022-03-07 03:00:00,4.542,65.55,7.68,8.5,8.56,16.85,21.75,34.54,0.043,0.068,0.44
2022-03-07 03:30:00,3.777,65.92,7.49,8.44,8.54,16.75,21.79,34.81,0.042,0.067,0.439
2022-03-07 04:00:00,3.445,69.38,7.32,8.35,8.52,16.85,21.87,34.47,0.042,0.068,0.442
2022-03-07 04:30:00,2.974,71.32,7.13,8.29,8.5,16.74,21.59,34.8,0.04,0.068,0.441
2022-03-07 05:00:00,3.195,73.98,6.95,8.2,8.48,17.04,21.69,34.57,0.04,0.067,0.441
2022-03-07 05:30:00,3.008,74.55,6.78,8.14,8.46,17.13,21.56,34.74,0.041,0.069,0.44
2022-03-07 06:00:00,2.741,73.53,6.62,8.06,8.42,16.68,21.83,34.91,0.042,0.067,0.441
2022-03-07 06:30:00,2.537,70.23,6.45,7.97,8.39,16.5,21.59,34.44,0.041,0.066,0.44
2022-03-07 07:00:00,1.899,70.44,6.31,7.89,8.35,16.52,21.6,34.67,0.041,0.068,0.438
2022-03-07 07:30:00,2.286,66.89,6.16,7.8,8.33,17.08,21.5,34.86,0.038,0.068,0.44
2022-03-07 08:00:00,4.165,60.06,6.02,7.7,8.29,16.75,21.56,34.73,0.04,0.067,0.44
2022-03-07 08:30:00,7.104,50.35,5.92,7.61,8.25,16.77,21.85,34.59,0.039,0.068,0.44
2022-03-07 09:00:00,9.67,40.2,5.9,7.53,8.2,16.94,21.45,34.54,0.04,0.067,0.44
2022-03-07 09:30:00,11.06,35.88,5.98,7.47,8.14,16.72,21.54,34.74,0.04,0.066,0.438
2022-03-07 10:00:00,12.58,33.91,6.18,7.4,8.12,16.92,21.7,34.36,0.04,0.065,0.44
2022-03-07 10:30:00,14.18,29.3,6.41,7.36,8.06,16.68,21.56,34.65,0.038,0.066,0.438
2022-03-07 11:00:00,15.21,26.44,6.7,7.34,8.01,16.97,21.53,34.34,0.041,0.066,0.438
2022-03-07 11:30:00,16.53,23.32,7.09,7.34,7.99,16.77,21.14,34.54,0.04,0.065,0.438
2022-03-07 12:00:00,16.92,21.44,7.7,7.36,7.95,16.75,21.33,34.45,0.041,0.07,0.437
2022-03-07 12:30:00,17.39,20.21,8.52,7.45,7.93,17.0,21.39,34.63,0.041,0.065,0.434
2022-03-07 13:00:00,18.02,18.03,9.44,7.55,7.91,16.95,21.53,34.47,0.044,0.067,0.437
2022-03-07 13:30:00,18.56,17.4,10.34,7.72,7.91,16.87,21.42,34.59,0.043,0.067,0.436
2022-03-07 14:00:00,18.67,16.95,11.13,7.93,7.91,16.77,21.31,34.12,0.046,0.067,0.437
2022-03-07 14:30:00,19.06,16.37,11.9,8.18,7.93,16.82,21.35,34.43,0.047,0.068,0.434
2022-03-07 15:00:00,19.44,15.67,12.56,8.46,7.97,17.1,21.47,34.42,0.05,0.068,0.433
2022-03-07 15:30:00,19.73,15.72,13.14,8.73,8.01,17.25,21.21,34.4,0.049,0.07,0.435
2022-03-07 16:00:00,19.43,15.83,13.61,9.03,8.08,17.39,21.39,34.37,0.05,0.068,0.434
2022-03-07 16:30:00,19.18,17.37,13.91,9.31,8.16,17.16,21.4,34.61,0.051,0.069,0.434
2022-03-07 17:00:00,18.25,18.51,14.06,9.6,8.27,17.23,21.3,34.47,0.052,0.07,0.433
2022-03-07 17:30:00,17.94,19.07,14.03,9.83,8.35,17.2,21.68,34.23,0.051,0.071,0.432
2022-03-07 18:00:00,17.11,20.71,13.82,10.05,8.46,16.97,21.55,34.24,0.049,0.07,0.43
2022-03-07 18:30:00,15.76,23.63,13.54,10.23,8.59,17.14,21.48,34.31,0.051,0.071,0.434
2022-03-07 19:00:00,14.12,26.02,13.19,10.36,8.69,17.02,21.68,34.57,0.05,0.072,0.436
2022-03-07 19:30:00,13.0,27.82,12.77,10.45,8.8,16.78,21.6,34.15,0.049,0.072,0.437
2022-03-07 20:00:00,12.9,29.89,12.33,10.49,8.88,17.04,21.36,34.49,0.049,0.071,0.436
2022-03-07 20:30:00,12.1,34.19,11.9,10.51,8.97,16.92,21.4,34.56,0.047,0.072,0.434
2022-03-07 21:00:00,11.19,37.6,11.52,10.49,9.06,17.13,21.56,34.31,0.049,0.073,0.433
2022-03-07 21:30:00,10.48,40.29,11.16,10.45,9.12,16.84,21.45,34.24,0.045,0.073,0.436
2022-03-07 22:00:00,10.38,40.58,10.82,10.38,9.18,16.69,21.64,34.39,0.047,0.071,0.437
2022-03-07 22:30:00,9.6,42.39,10.49,10.32,9.23,16.99,21.57,34.26,0.045,0.073,0.435
2022-03-07 23:00:00,9.64,42.61,10.21,10.25,9.27,16.76,21.6,34.36,0.044,0.07,0.436
2022-03-07 23:30:00,9.04,44.25,9.94,10.14,9.29,16.84,21.57,34.47,0.045,0.073,0.436
2022-03-08 00:00:00,8.96,44.89,9.68,10.05,9.31,16.6,21.61,34.27,0.046,0.072,0.435
2022-03-08 00:30:00,8.88,45.91,9.44,9.96,9.31,16.84,21.45,34.4,0.045,0.071,0.438
2022-03-08 01:00:00,7.826,48.87,9.21,9.86,9.31,16.77,21.33,34.16,0.045,0.071,0.437
2022-03-08 01:30:00,8.08,50.72,9.01,9.75,9.31,16.85,21.51,34.37,0.043,0.07,0.437
2022-03-08 02:00:00,6.519,53.67,8.82,9.66,9.29,16.59,21.55,34.2,0.042,0.071,0.434
2022-03-08 02:30:00,6.721,55.19,8.63,9.55,9.29,16.81,21.28,34.35,0.044,0.074,0.436
2022-03-08 03:00:00,6.4,56.69,8.46,9.47,9.27,16.7,21.44,34.21,0.044,0.071,0.434
2022-03-08 03:30:00,7.052,57.54,8.29,9.36,9.25,16.92,21.56,34.53,0.043,0.069,0.436
2022-03-08 04:00:00,6.56,59.14,8.12,9.25,9.21,16.56,21.47,34.06,0.04,0.069,0.435
2022-03-08 04:30:00,6.461,61.13,7.97,9.16,9.18,16.98,21.32,34.33,0.042,0.069,0.436
2022-03-08 05:00:00,6.163,63.32,7.84,9.06,9.16,17.03,21.18,34.01,0.042,0.07,0.436
2022-03-08 05:30:00,6.471,63.85,7.7,8.97,9.12,16.81,21.4,34.12,0.042,0.071,0.435
2022-03-08 06:00:00,6.682,64.4,7.59,8.88,9.08,16.95,21.45,34.37,0.043,0.071,0.434
2022-03-08 06:30:00,6.452,65.59,7.49,8.8,9.03,16.6,21.46,34.22,0.041,0.068,0.434
2022-03-08 07:00:00,6.1,67.63,7.4,8.69,8.99,16.75,21.39,34.12,0.042,0.069,0.43
2022-03-08 07:30:00,6.394,68.47,7.3,8.63,8.97,16.75,21.31,34.17,0.04,0.069,0.434
2022-03-08 08:00:00,7.74,66.5,7.22,8.54,8.93,16.34,21.46,34.25,0.041,0.07,0.433
2022-03-08 08:30:00,9.55,63.37,7.18,8.48,8.88,16.77,21.36,34.17,0.04,0.067,0.43
2022-03-08 09:00:00,11.2,61.02,7.2,8.39,8.84,16.58,21.38,34.37,0.039,0.069,0.432
2022-03-08 09:30:00,12.64,59.45,7.32,8.33,8.8,16.76,21.06,34.39,0.042,0.067,0.432
2022-03-08 10:00:00,14.28,56.6,7.55,8.29,8.76,16.75,21.28,34.21,0.041,0.068,0.429
2022-03-08 10:30:00,15.23,54.97,7.82,8.27,8.71,16.62,21.07,34.38,0.041,0.068,0.43
2022-03-08 11:00:00,16.51,52.14,8.16,8.27,8.67,16.61,21.3,34.21,0.04,0.068,0.43
2022-03-08 11:30:00,17.36,49.47,8.59,8.29,8.65,16.53,21.13,34.22,0.042,0.067,0.433
2022-03-08 12:00:00,18.41,46.13,9.16,8.33,8.63,16.51,21.09,34.2,0.043,0.067,0.429
2022-03-08 12:30:00,19.04,42.72,9.9,8.42,8.61,16.79,21.02,33.89,0.045,0.067,0.426
2022-03-08 13:00:00,19.08,39.16,10.69,8.54,8.59,16.72,20.91,34.08,0.045,0.066,0.426
2022-03-08 13:30:00,19.82,38.66,11.47,8.71,8.59,16.68,21.21,34.27,0.046,0.066,0.426
2022-03-08 14:00:00,20.24,37.58,12.13,8.91,8.61,16.85,21.28,34.09,0.046,0.069,0.426
2022-03-08 14:30:00,20.69,36.88,12.75,9.14,8.63,16.82,21.4,34.28,0.046,0.066,0.427
2022-03-08 15:00:00,20.97,37.35,13.3,9.38,8.67,16.77,21.04,33.99,0.048,0.066,0.424
2022-03-08 15:30:00,21.2,37.61,13.77,9.64,8.71,16.71,21.27,34.05,0.048,0.067,0.426
2022-03-08 16:00:00,21.57,37.15,14.15,9.9,8.8,16.77,20.98,34.02,0.05,0.071,0.423
2022-03-08 16:30:00,21.63,36.2,14.44,10.14,8.88,16.62,21.35,33.86,0.05,0.07,0.422
2022-03-08 17:00:00,21.27,35.15,14.63,10.38,8.95,17.0,21.09,33.92,0.05,0.069,0.422
2022-03-08 17:30:00,20.73,35.73,14.7,10.6,9.06,16.94,21.28,34.06,0.05,0.07,0.424
2022-03-08 18:00:00,19.93,38.67,14.63,10.82,9.16,16.96,21.43,33.94,0.051,0.071,0.422
2022-03-08 18:30:00,18.47,42.09,14.44,10.98,9.25,16.71,21.6,33.85,0.05,0.07,0.42
2022-03-08 19:00:00,16.6,46.68,14.13,11.11,9.36,16.93,21.23,34.1,0.05,0.073,0.421
2022-03-08 19:30:00,15.03,51.12,13.75,11.22,9.47,16.84,21.31,34.18,0.049,0.073,0.423
2022-03-08 20:00:00,14.3,53.69,13.35,11.27,9.57,16.78,21.15,34.12,0.048,0.073,0.421
2022-03-08 20:30:00,13.77,56.09,12.95,11.29,9.66,16.78,21.1,33.75,0.049,0.074,0.422
2022-03-08 21:00:00,12.57,58.73,12.56,11.29,9.75,16.79,21.18,34.15,0.047,0.072,0.424
2022-03-08 21:30:00,10.31,64.96,12.22,11.27,9.81,16.65,21.21,34.02,0.046,0.074,0.424
2022-03-08 22:00:00,9.83,65.19,11.9,11.2,9.86,16.42,21.09,33.88,0.045,0.071,0.424
2022-03-08 22:30:00,9.62,67.51,11.63,11.16,9.9,16.69,21.19,33.69,0.047,0.074,0.424
2022-03-08 23:00:00,9.62,67.32,11.36,11.09,9.94,16.71,21.0,34.0,0.044,0.074,0.421
2022-03-08 23:30:00,9.05,69.74,11.09,11.0,9.99,16.62,21.3,33.85,0.044,0.074,0.423
2022-03-09 00:00:00,8.99,70.97,10.87,10.91,9.99,16.69,21.37,33.98,0.045,0.073,0.423
2022-03-09 00:30:00,8.19,73.43,10.65,10.82,10.01,16.5,21.11,34.13,0.044,0.073,0.424
2022-03-09 01:00:00,8.23,74.5,10.43,10.76,10.01,16.81,20.93,34.0,0.044,0.073,0.423
2022-03-09 01:30:00,7.45,73.0,10.23,10.65,10.01,16.63,21.08,33.98,0.044,0.073,0.424
2022-03-09 02:00:00,6.7,75.73,10.03,10.56,10.01,16.46,21.31,33.91,0.042,0.073,0.422
2022-03-09 02:30:00,7.81,75.35,9.86,10.47,9.99,16.64,20.97,34.01,0.045,0.072,0.42
2022-03-09 03:00:00,7.65,76.44,9.68,10.38,9.99,16.52,21.35,34.15,0.043,0.072,0.421
2022-03-09 03:30:00,7.21,76.57,9.51,10.27,9.96,16.68,21.25,33.87,0.043,0.072,0.42
2022-03-09 04:00:00,7.41,77.21,9.34,10.18,9.94,16.65,21.16,33.94,0.042,0.073,0.422
2022-03-09 04:30:00,7.12,77.31,9.21,10.1,9.92,16.57,21.19,33.83,0.042,0.071,0.421
2022-03-09 05:00:00,6.64,80.2,9.06,10.01,9.88,16.76,21.06,33.96,0.041,0.07,0.421
2022-03-09 05:30:00,6.1,81.17,8.95,9.94,9.86,17.07,21.43,34.31,0.041,0.071,0.421
2022-03-09 06:00:00,5.46,83.26,8.82,9.88,9.83,16.8,21.03,34.27,0.042,0.069,0.422
2022-03-09 06:30:00,5.62,85.16,8.72,9.82,9.81,16.69,21.24,33.97,0.041,0.069,0.42
2022-03-09 07:00:00,6.5,86.41,8.61,9.75,9.77,17.12,21.11,33.81,0.038,0.07,0.42
2022-03-09 07:30:00,7.04,83.56,8.51,9.69,9.75,16.92,20.94,34.32,0.041,0.072,0.418
2022-03-09 08:00:00,8.31,75.81,8.4,9.62,9.73,17.13,20.85,34.06,0.04,0.072,0.422
2022-03-09 08:30:00,10.18,69.48,8.36,9.56,9.69,16.88,21.08,33.69,0.041,0.071,0.419
2022-03-09 09:00:00,11.95,62.45,8.42,9.5,9.64,17.03,21.23,33.87,0.04,0.069,0.419
2022-03-09 09:30:00,13.36,55.48,8.55,9.43,9.62,16.83,20.84,33.94,0.04,0.07,0.42
2022-03-09 10:00:00,14.48,52.07,8.78,9.41,9.58,16.68,20.97,33.88,0.042,0.072,0.422
2022-03-09 10:30:00,15.58,48.39,9.12,9.39,9.5,17.46,21.34,34.26,0.041,0.071,0.419
2022-03-09 11:00:00,16.93,45.99,9.52,9.22,9.46,17.31,21.29,34.47,0.042,0.071,0.42
2022-03-09 11:30:00,18.22,44.73,10.0,9.24,9.44,17.04,21.25,33.68,0.041,0.07,0.419
2022-03-09 12:00:00,19.31,44.87,10.54,9.31,9.42,17.16,21.13,33.85,0.042,0.07,0.419
2022-03-09 12:30:00,20.12,44.67,11.13,9.39,9.42,16.98,21.5,34.06,0.044,0.071,0.426
2022-03-09 13:00:00,20.83,44.54,11.66,9.52,9.4,16.86,21.05,33.96,0.043,0.072,0.419
2022-03-09 13:30:00,21.07,42.49,12.25,9.65,9.42,16.93,21.33,33.92,0.045,0.072,0.418
2022-03-09 14:00:00,21.45,38.78,12.8,9.8,9.44,17.1,21.05,34.13,0.046,0.073,0.417
2022-03-09 14:30:00,21.78,38.24,13.23,9.97,9.48,16.95,20.75,34.09,0.047,0.071,0.419
2022-03-09 15:00:00,21.67,39.34,13.6,10.17,9.5,17.1,20.94,33.98,0.047,0.071,0.417
2022-03-09 15:30:00,21.5,38.46,13.81,10.36,9.57,17.07,20.91,34.03,0.046,0.071,0.419
2022-03-09 16:00:00,21.28,40.24,13.91,10.53,9.63,17.2,21.24,33.96,0.046,0.074,0.417
2022-03-09 16:30:00,21.01,41.57,13.91,10.71,9.69,16.92,21.19,33.93,0.048,0.072,0.418
2022-03-09 17:00:00,20.68,42.44,13.86,10.86,9.78,17.25,20.95,34.13,0.047,0.072,0.42
2022-03-09 17:30:00,20.07,43.83,13.77,10.97,9.84,17.41,20.59,33.85,0.047,0.074,0.419
2022-03-09 18:00:00,19.51,45.76,13.65,11.08,9.93,16.95,21.13,33.97,0.047,0.073,0.419
2022-03-09 18:30:00,18.94,48.79,13.49,11.17,10.02,16.99,21.04,33.79,0.048,0.074,0.419
2022-03-09 19:00:00,18.11,51.55,13.28,11.24,10.08,16.93,21.21,34.27,0.046,0.075,0.418
2022-03-09 19:30:00,17.26,53.8,13.07,11.28,10.17,17.08,21.56,33.88,0.047,0.072,0.419
2022-03-09 20:00:00,16.47,57.05,12.85,11.32,10.23,16.97,20.92,33.75,0.046,0.075,0.419
2022-03-09 20:30:00,15.92,57.84,12.64,11.35,10.27,16.9,21.21,33.78,0.047,0.077,0.419
2022-03-09 21:00:00,15.27,57.29,12.44,11.31,10.34,16.5,20.92,33.74,0.045,0.074,0.419
2022-03-09 21:30:00,14.82,58.71,12.21,11.28,10.38,16.52,21.2,33.6,0.045,0.075,0.419
2022-03-09 22:00:00,13.33,61.09,12.01,11.28,10.45,16.59,20.78,33.61,0.045,0.075,0.419
2022-03-09 22:30:00,13.32,64.41,11.83,11.26,10.47,16.69,21.27,33.85,0.047,0.077,0.421
2022-03-09 23:00:00,12.96,64.79,11.7,11.22,10.49,16.91,21.05,33.51,0.043,0.073,0.42
2022-03-09 23:30:00,12.55,66.63,11.56,11.17,10.53,16.27,20.96,33.44,0.044,0.071,0.421
2022-03-10 00:00:00,11.7,65.87,11.45,11.15,10.55,16.53,21.11,33.42,0.045,0.074,0.42
2022-03-10 00:30:00,11.23,65.96,11.32,11.11,10.55,16.66,21.07,33.73,0.044,0.072,0.421
2022-03-10 01:00:00,11.52,66.54,11.21,11.06,10.55,16.46,20.77,33.6,0.043,0.074,0.422
2022-03-10 01:30:00,11.11,69.19,11.12,11.02,10.58,16.83,21.06,33.51,0.044,0.072,0.421
2022-03-10 02:00:00,10.94,69.46,11.01,10.98,10.58,16.98,21.3,33.58,0.044,0.073,0.419
2022-03-10 02:30:00,10.85,70.77,10.88,10.93,10.58,16.93,21.77,33.96,0.04,0.074,0.42
2022-03-10 03:00:00,10.24,69.74,10.77,10.89,10.55,16.52,21.01,33.79,0.045,0.071,0.419
2022-03-10 03:30:00,9.85,70.84,10.66,10.84,10.55,16.53,20.92,33.58,0.041,0.071,0.419
2022-03-10 04:00:00,9.66,70.93,10.53,10.78,10.53,16.65,20.87,33.86,0.041,0.073,0.418
2022-03-10 04:30:00,9.85,70.24,10.4,10.73,10.53,16.58,21.38,33.66,0.04,0.072,0.42
2022-03-10 05:00:00,10.26,71.05,10.29,10.67,10.51,16.61,20.98,33.69,0.039,0.073,0.42
2022-03-10 05:30:00,10.31,72.62,10.16,10.63,10.51,16.5,21.14,33.47,0.041,0.073,0.419
