date,Ta_Avg（℃）,RH-Avg（%）,TC_10cm（℃）,TC_20cm（℃）,TC_30cm（℃）,OT,OT3,EC_10cm（us/cm）,EC_20cm（us/cm）,EC_30cm（us/cm）
2025-06-24 10:55:00,24.60,82.40,25.50,25.60,25.00,16.50,25.50,48.00,29.00,44.00
2025-06-24 11:00:00,24.70,80.10,25.50,25.60,25.00,16.50,25.60,27.00,41.00,46.00
2025-06-24 11:05:00,24.90,81.70,25.50,25.60,25.00,16.50,25.50,32.00,56.00,48.00
2025-06-24 11:10:00,24.90,79.70,25.40,25.60,25.00,16.50,25.60,42.00,37.00,46.00
2025-06-24 11:15:00,24.60,80.60,25.60,25.60,25.00,16.70,25.50,31.00,39.00,52.00
2025-06-24 11:20:00,24.40,81.40,25.60,25.60,25.00,16.50,25.50,30.00,35.00,51.50
2025-06-24 11:25:00,24.50,81.10,25.50,25.60,25.00,16.40,25.50,25.00,42.00,51.00
2025-06-24 11:30:00,24.90,80.00,25.70,25.60,25.00,16.50,25.50,34.00,47.00,52.00
2025-06-24 11:35:00,25.20,79.50,25.70,25.60,25.00,16.50,25.50,37.00,41.00,44.00
2025-06-24 11:40:00,25.80,79.80,25.80,25.60,25.00,16.50,25.60,34.00,38.00,87.00
2025-06-24 11:45:00,26.20,80.60,25.90,25.60,25.00,16.50,25.50,35.00,39.00,64.00
2025-06-24 11:50:00,26.20,78.20,25.90,25.60,25.00,16.40,25.60,32.00,41.00,45.00
2025-06-24 11:55:00,25.90,78.40,26.00,25.60,25.00,16.50,25.60,34.00,41.00,45.00
2025-06-24 12:00:00,25.50,79.90,26.10,25.60,25.00,16.60,25.60,35.00,38.00,44.00
2025-06-24 12:05:00,25.70,79.60,25.90,25.60,25.00,16.70,25.70,32.00,36.00,45.00
2025-06-24 12:10:00,26.10,78.30,26.00,25.60,25.00,16.90,26.30,35.00,36.00,45.00
2025-06-24 12:15:00,26.80,78.90,26.10,25.60,25.00,17.10,26.30,35.00,40.00,39.00
2025-06-24 12:20:00,27.50,77.30,26.10,25.60,25.00,17.20,26.30,38.00,45.00,48.00
2025-06-24 12:25:00,28.50,71.60,26.00,25.60,25.00,17.20,26.80,36.00,31.00,43.00
2025-06-24 12:30:00,29.30,69.20,26.20,25.60,25.00,17.30,26.50,46.00,30.00,66.00
2025-06-24 12:35:00,29.30,71.40,26.20,25.60,25.00,17.30,26.60,36.00,51.00,36.00
2025-06-24 12:40:00,27.90,71.30,26.20,25.60,25.00,17.40,26.60,40.00,36.00,42.00
2025-06-24 12:45:00,27.50,73.30,26.30,25.60,25.00,17.40,26.70,36.00,36.00,46.00
2025-06-24 12:50:00,27.70,76.60,26.30,25.60,25.00,17.40,26.50,35.00,46.00,44.00
2025-06-24 12:55:00,27.50,74.80,26.30,25.60,25.00,17.80,26.70,34.00,37.00,54.50
2025-06-24 13:00:00,27.40,74.30,26.30,25.60,25.00,17.70,26.70,36.00,35.00,65.00
2025-06-24 13:05:00,28.20,75.60,26.30,25.60,25.00,17.80,26.70,32.00,36.00,47.00
2025-06-24 13:10:00,29.40,67.50,26.20,25.60,25.00,17.80,26.50,36.00,36.00,42.00
2025-06-24 13:15:00,30.60,69.30,26.30,25.60,25.00,17.70,26.70,36.00,28.00,47.00
2025-06-24 13:20:00,30.60,64.20,26.30,25.60,25.00,17.80,26.80,35.00,38.00,50.00
2025-06-24 13:25:00,30.00,68.70,26.30,25.60,25.00,17.90,26.50,32.00,36.00,45.00
2025-06-24 13:30:00,29.60,68.50,26.30,25.60,25.00,17.80,26.70,44.00,50.00,39.00
2025-06-24 13:35:00,29.80,67.20,26.30,25.60,25.00,17.70,26.80,35.00,30.00,37.00
2025-06-24 13:40:00,29.60,69.30,26.30,25.60,25.00,17.80,26.60,31.00,31.00,45.00
2025-06-24 13:45:00,30.30,69.00,26.30,25.60,25.00,17.80,26.60,60.00,32.00,45.00
2025-06-24 13:50:00,30.40,66.30,26.30,25.60,25.00,17.70,26.70,44.00,36.00,44.00
2025-06-24 13:55:00,31.10,69.20,26.30,25.60,25.00,17.80,26.70,52.00,36.00,42.00
2025-06-24 14:00:00,32.00,64.20,26.30,25.60,25.00,17.70,26.60,35.00,41.00,49.00
2025-06-24 14:05:00,32.20,67.70,26.30,25.60,25.00,17.80,26.70,36.00,37.00,88.00
2025-06-24 14:10:00,31.80,63.70,26.30,25.60,25.00,17.70,26.50,50.00,36.00,34.00
2025-06-24 14:15:00,30.80,65.40,26.30,25.60,25.00,17.80,26.55,43.67,36.00,39.00
2025-06-24 14:20:00,29.70,69.70,26.30,25.60,25.00,17.70,26.60,37.33,36.00,44.00
2025-06-24 14:25:00,28.80,70.60,26.30,25.60,25.00,17.80,26.70,31.00,33.00,41.00
2025-06-24 14:30:00,28.30,72.40,26.30,25.60,25.00,17.80,26.50,35.00,39.00,38.00
2025-06-24 14:35:00,27.90,75.30,26.30,25.60,25.00,17.80,26.60,36.00,37.00,39.00
2025-06-24 14:40:00,28.10,77.30,26.30,25.60,25.00,17.80,26.80,37.00,29.00,58.00
2025-06-24 14:45:00,28.50,75.60,26.30,25.60,25.00,17.80,26.70,35.00,33.50,51.00
2025-06-24 14:50:00,28.80,73.50,26.30,25.60,25.00,17.70,26.70,41.00,38.00,44.00
2025-06-24 14:55:00,29.30,70.90,26.50,25.60,25.00,17.90,26.80,47.00,31.00,55.00
2025-06-24 15:00:00,30.00,70.20,26.70,25.60,25.00,17.90,26.70,36.00,33.00,41.00
2025-06-24 15:05:00,30.40,70.40,26.70,25.60,25.00,17.80,26.60,34.00,43.00,37.00
2025-06-24 15:10:00,31.40,68.00,26.80,25.60,25.00,17.70,26.60,38.00,36.00,44.00
2025-06-24 15:15:00,31.80,67.10,26.90,25.60,25.00,17.80,26.60,42.00,36.00,52.00
2025-06-24 15:20:00,31.90,64.50,27.10,25.60,25.00,17.90,26.60,36.00,38.00,41.00
2025-06-24 15:25:00,32.30,65.10,27.10,25.60,25.00,17.80,26.60,32.00,37.00,33.00
2025-06-24 15:30:00,32.10,64.00,27.30,25.60,25.00,17.80,26.50,35.00,44.00,44.00
2025-06-24 15:35:00,31.60,63.70,27.20,25.60,25.00,17.70,26.60,35.00,61.00,58.00
2025-06-24 15:40:00,30.70,65.00,27.30,25.60,25.00,17.90,26.50,34.00,40.00,63.00
2025-06-24 15:45:00,29.50,69.20,27.30,25.60,25.00,17.90,26.60,36.00,36.00,84.00
2025-06-24 15:50:00,28.50,70.60,27.30,25.60,25.00,17.80,26.50,35.25,43.00,45.00
2025-06-24 15:55:00,27.80,73.90,27.30,25.60,25.00,17.80,26.50,34.50,36.00,66.00
2025-06-24 16:00:00,27.60,74.90,27.30,25.60,25.00,17.80,26.80,36.75,39.00,44.00
2025-06-24 16:05:00,28.80,72.20,27.30,25.60,25.00,17.80,26.60,39.00,37.00,42.00
2025-06-24 16:10:00,31.20,69.50,27.30,25.60,25.00,17.80,26.50,35.00,32.00,44.00
2025-06-24 16:15:00,32.40,63.30,27.30,25.60,25.00,17.60,26.70,47.00,35.00,64.00
2025-06-24 16:20:00,32.40,61.40,27.30,25.60,25.00,17.80,26.60,50.00,41.00,54.00
2025-06-24 16:25:00,31.40,66.40,27.30,25.60,25.00,17.70,26.60,39.50,31.00,37.00
2025-06-24 16:30:00,30.30,67.40,27.30,25.60,25.00,17.90,26.60,29.00,46.00,47.00
2025-06-24 16:35:00,29.30,70.30,27.30,25.60,25.00,17.80,26.50,35.00,35.00,67.00
2025-06-24 16:40:00,28.50,72.00,27.30,25.60,25.00,17.80,26.80,35.00,32.00,45.00
2025-06-24 16:45:00,28.30,73.70,27.30,25.60,25.00,17.80,26.50,35.00,41.00,39.00
2025-06-24 16:50:00,27.60,75.90,27.30,25.60,25.00,17.80,26.60,34.00,29.00,44.00
2025-06-24 16:55:00,27.30,75.70,27.30,25.60,25.00,17.90,26.50,34.00,30.00,44.00
2025-06-24 17:00:00,27.50,78.20,27.30,25.60,25.00,17.80,26.50,32.00,38.00,47.00
2025-06-24 17:05:00,28.20,78.70,27.30,25.60,25.00,17.90,26.60,38.00,37.00,39.00
2025-06-24 17:10:00,28.30,75.60,27.30,25.60,25.00,17.70,26.50,44.00,44.50,47.00
2025-06-24 17:15:00,28.20,75.60,27.30,25.60,25.00,17.80,26.50,34.00,52.00,39.00
2025-06-24 17:20:00,27.90,77.40,27.30,25.60,25.00,17.90,26.50,40.00,40.00,52.00
2025-06-24 17:25:00,27.70,77.40,27.30,25.70,25.00,17.80,26.50,47.00,41.00,45.00
2025-06-24 17:30:00,27.40,78.80,27.30,25.80,25.00,17.70,26.60,59.00,36.00,45.00
2025-06-24 17:35:00,27.20,76.30,27.30,25.80,25.00,17.80,26.50,38.00,36.00,41.00
2025-06-24 17:40:00,27.30,76.00,27.30,25.80,25.00,17.80,26.30,35.00,37.00,40.00
2025-06-24 17:45:00,27.20,76.50,27.30,25.80,25.00,17.70,26.50,34.00,32.00,44.00
2025-06-24 17:50:00,27.10,77.50,27.30,26.20,25.00,17.80,26.60,31.00,61.00,43.00
2025-06-24 17:55:00,26.90,78.30,27.30,26.10,25.00,17.90,26.50,34.00,31.00,39.00
2025-06-24 18:00:00,27.00,78.00,27.30,26.20,25.00,17.95,26.50,32.00,45.00,37.00
2025-06-24 18:05:00,26.80,79.50,27.30,26.40,25.00,18.00,26.50,33.00,30.00,43.00
2025-06-24 18:10:00,26.70,79.70,27.30,26.40,25.00,17.80,26.50,32.00,40.00,46.00
2025-06-24 18:15:00,26.50,80.40,27.30,26.20,25.00,18.00,26.50,37.00,44.00,42.00
2025-06-24 18:20:00,26.50,81.40,27.30,26.50,25.00,17.80,26.50,32.00,37.00,53.00
2025-06-24 18:25:00,26.50,80.80,27.30,26.40,25.00,17.80,26.50,31.00,29.00,45.00
2025-06-24 18:30:00,26.40,81.20,27.30,26.50,25.00,17.80,26.50,35.00,30.00,57.00
2025-06-24 18:35:00,26.40,81.30,27.30,26.50,25.00,17.70,26.50,34.00,35.00,49.00
2025-06-24 18:40:00,26.40,81.10,27.30,26.50,25.00,17.80,26.70,35.00,42.00,43.00
2025-06-24 18:45:00,26.20,80.80,27.30,26.50,25.00,17.90,26.50,36.00,48.00,45.00
2025-06-24 18:50:00,26.00,81.40,27.30,26.60,25.00,17.90,26.50,31.00,38.00,55.00
2025-06-24 18:55:00,25.90,82.30,27.30,26.40,25.00,17.80,26.50,28.00,58.00,46.00
2025-06-24 19:00:00,25.70,82.20,27.30,26.60,25.00,17.70,26.60,50.00,46.00,44.00
2025-06-24 19:05:00,25.50,83.10,27.30,26.50,25.00,17.70,26.40,35.00,30.00,36.00
2025-06-24 19:10:00,25.40,82.90,27.30,26.50,25.00,17.90,26.50,35.00,37.00,42.00
2025-06-24 19:15:00,25.30,83.60,27.30,26.60,25.00,17.80,26.60,32.00,37.00,43.00
2025-06-24 19:20:00,25.20,83.70,27.30,26.50,25.00,17.70,26.50,35.00,25.00,46.00
2025-06-24 19:25:00,25.00,84.20,27.30,26.60,25.00,17.80,26.50,31.00,37.00,39.00
2025-06-24 19:30:00,24.80,84.90,27.30,26.60,25.00,17.90,26.40,36.00,31.00,44.00
2025-06-24 19:35:00,24.70,85.40,27.30,26.60,25.00,17.70,26.50,36.00,36.00,45.00
2025-06-24 19:40:00,24.60,84.80,27.30,26.60,25.00,17.80,26.50,36.00,45.00,51.00
2025-06-24 19:45:00,24.40,85.50,27.30,26.60,25.00,17.70,26.50,40.00,31.00,41.00
2025-06-24 19:50:00,24.30,85.80,27.30,26.60,25.00,17.70,26.50,38.00,36.00,62.00
2025-06-24 19:55:00,24.10,86.20,27.30,26.60,25.00,17.80,26.50,35.00,38.00,68.00
2025-06-24 20:00:00,24.00,86.60,27.30,26.60,25.00,17.80,26.60,36.00,36.00,39.00
2025-06-24 20:05:00,24.00,86.90,27.30,26.60,25.00,17.80,26.60,35.00,47.00,44.00
2025-06-24 20:10:00,23.90,87.20,27.30,26.60,25.00,17.80,26.50,36.00,36.00,43.00
2025-06-24 20:15:00,23.90,87.30,27.30,26.60,25.00,17.80,26.50,36.00,36.00,52.00
2025-06-24 20:20:00,23.80,87.60,27.30,26.60,25.00,17.80,26.40,36.00,32.00,41.00
2025-06-24 20:25:00,23.80,87.40,27.30,26.60,25.00,17.90,26.50,41.50,35.00,64.00
2025-06-24 20:30:00,23.80,87.60,27.30,26.60,25.00,17.80,26.60,47.00,31.00,45.00
2025-06-24 20:35:00,23.70,87.50,27.30,26.60,25.00,17.70,26.50,35.00,47.00,46.00
2025-06-24 20:40:00,23.70,87.70,27.30,26.60,25.00,17.80,26.60,35.00,33.00,45.00
2025-06-24 20:45:00,23.70,87.80,27.30,26.60,25.00,17.70,26.50,36.00,35.00,37.00
2025-06-24 20:50:00,23.70,88.10,27.30,26.60,25.00,17.80,26.50,37.00,37.00,41.00
2025-06-24 20:55:00,23.70,88.10,27.30,26.60,25.00,17.90,26.50,34.00,37.00,43.00
2025-06-24 21:00:00,23.70,88.00,27.30,26.60,25.00,17.80,26.50,39.00,37.00,52.00
2025-06-24 21:05:00,23.70,88.10,27.30,26.60,25.00,17.80,26.60,35.00,41.00,40.00
2025-06-24 21:10:00,23.60,88.00,27.30,26.60,25.00,17.90,26.40,34.00,37.00,42.00
2025-06-24 21:15:00,23.60,88.00,27.30,26.60,25.00,17.90,26.40,35.00,45.00,35.00
2025-06-24 21:20:00,23.60,87.70,27.30,26.60,25.00,17.90,26.50,35.00,37.00,42.00
2025-06-24 21:25:00,23.50,87.80,27.30,26.60,25.00,17.80,26.50,45.00,30.00,38.00
2025-06-24 21:30:00,23.50,88.10,27.30,26.60,25.00,17.80,26.50,32.00,36.00,37.00
2025-06-24 21:35:00,23.50,88.20,27.30,26.60,25.00,17.90,26.50,47.00,40.00,42.00
2025-06-24 21:40:00,23.50,88.50,27.30,26.60,25.00,17.80,26.50,35.00,33.00,56.00
2025-06-24 21:45:00,23.45,88.65,27.30,26.60,25.00,17.80,26.50,34.00,37.00,44.00
2025-06-24 21:50:00,23.40,88.80,27.30,26.60,25.00,17.80,26.40,36.00,37.00,37.00
2025-06-24 21:55:00,23.40,89.10,27.30,26.60,25.00,17.80,26.40,27.00,36.00,53.00
2025-06-24 22:00:00,23.40,89.30,27.30,26.60,25.00,17.80,26.40,33.00,29.00,37.00
2025-06-24 22:05:00,23.40,89.40,27.30,26.60,25.00,17.90,26.60,32.00,37.00,49.00
2025-06-24 22:10:00,23.30,89.40,27.30,26.60,25.00,17.70,26.40,42.00,34.00,44.00
2025-06-24 22:15:00,23.30,89.60,27.30,26.60,25.00,17.90,26.50,29.00,34.00,45.00
2025-06-24 22:20:00,23.30,89.60,27.30,26.60,25.00,17.80,26.40,47.00,37.00,45.00
2025-06-24 22:25:00,23.20,89.90,27.30,26.60,25.00,17.80,26.50,27.00,25.00,69.00
2025-06-24 22:30:00,23.20,89.80,27.30,26.60,25.00,17.80,26.50,45.00,36.00,44.00
2025-06-24 22:35:00,23.20,90.10,27.30,26.60,25.00,17.90,26.40,39.00,40.00,62.00
2025-06-24 22:40:00,23.20,90.20,27.30,26.60,25.00,17.70,26.50,51.00,32.00,64.00
2025-06-24 22:45:00,23.20,90.10,27.30,26.60,25.00,17.80,26.50,36.00,32.00,66.00
2025-06-24 22:50:00,23.20,90.00,27.20,26.60,25.00,17.80,26.40,34.00,41.00,42.00
2025-06-24 22:55:00,23.10,90.20,27.20,26.60,25.00,17.80,26.50,39.00,36.00,44.00
2025-06-24 23:00:00,23.10,90.50,27.10,26.60,25.00,17.90,26.50,34.00,61.00,55.00
2025-06-24 23:05:00,23.10,90.70,27.10,26.60,25.00,17.90,26.20,39.00,37.00,41.00
2025-06-24 23:10:00,23.20,90.60,27.10,26.60,25.00,18.00,26.20,44.00,37.00,49.00
2025-06-24 23:15:00,23.10,90.70,27.00,26.60,25.00,17.90,26.10,33.00,37.00,49.00
2025-06-24 23:20:00,23.10,90.70,27.00,26.60,25.00,17.90,26.20,35.00,36.00,45.00
2025-06-24 23:25:00,23.10,90.90,27.00,26.60,25.00,17.70,26.00,33.00,40.00,44.00
2025-06-24 23:30:00,23.00,91.00,27.00,26.60,25.00,17.80,26.20,41.00,33.00,31.00
2025-06-24 23:35:00,23.10,91.10,27.10,26.60,25.00,17.80,26.20,54.00,38.00,42.00
2025-06-24 23:40:00,23.00,91.20,26.80,26.60,25.00,17.80,26.10,36.00,38.00,37.00
2025-06-24 23:45:00,23.00,91.10,26.70,26.60,25.00,17.90,26.20,35.00,34.00,46.00
2025-06-24 23:50:00,23.00,91.30,26.80,26.60,25.00,17.90,26.00,26.00,35.00,44.00
2025-06-24 23:55:00,23.00,91.50,26.60,26.60,25.00,17.90,26.10,35.00,35.00,42.00
2025-06-25 00:00:00,23.00,91.60,26.50,26.60,25.00,17.90,26.20,34.00,40.00,47.00
2025-06-25 00:05:00,22.90,91.40,26.60,26.60,25.00,18.00,26.20,41.00,39.00,44.00
2025-06-25 00:10:00,22.90,91.50,26.50,26.60,25.00,17.80,26.20,42.00,36.00,65.00
2025-06-25 00:15:00,22.90,91.50,26.50,26.60,25.00,17.80,26.10,31.00,43.00,37.00
2025-06-25 00:20:00,22.90,91.80,26.40,26.60,25.00,18.00,26.20,32.00,53.00,42.00
2025-06-25 00:25:00,22.90,92.00,26.40,26.60,25.00,17.90,26.10,35.00,37.00,40.00
2025-06-25 00:30:00,22.90,91.90,26.40,26.60,25.00,17.80,26.20,35.00,38.00,46.00
2025-06-25 00:35:00,22.90,92.20,26.40,26.60,25.00,17.80,26.10,22.00,49.00,51.00
2025-06-25 00:40:00,22.80,92.10,26.40,26.60,25.00,17.80,26.10,37.00,37.00,43.00
2025-06-25 00:45:00,22.80,92.30,26.40,26.60,25.00,17.80,26.10,36.50,36.00,43.00
2025-06-25 00:50:00,22.80,92.30,26.40,26.60,25.00,17.80,26.20,36.00,37.00,42.00
2025-06-25 00:55:00,22.80,92.20,26.30,26.60,25.00,17.90,26.00,31.00,50.00,42.00
2025-06-25 01:00:00,22.80,92.30,26.30,26.60,25.00,17.90,26.10,35.00,30.00,47.00
2025-06-25 01:05:00,22.70,92.30,26.30,26.60,25.00,17.80,26.20,44.00,37.00,47.00
2025-06-25 01:10:00,22.80,92.60,26.30,26.60,25.00,18.00,26.30,50.00,49.00,48.00
2025-06-25 01:15:00,22.80,92.60,26.30,26.60,25.00,17.90,26.20,46.00,37.00,42.00
2025-06-25 01:20:00,22.80,92.50,26.30,26.60,25.00,17.80,26.20,35.00,41.00,46.00
2025-06-25 01:25:00,22.70,92.50,26.30,26.60,25.00,17.80,26.20,40.00,42.00,34.00
2025-06-25 01:30:00,22.70,92.70,26.30,26.60,25.00,17.70,26.20,28.00,30.00,44.00
2025-06-25 01:35:00,22.80,92.90,26.30,26.60,25.00,17.80,26.20,37.00,27.00,47.00
2025-06-25 01:40:00,22.70,92.60,26.30,26.60,25.00,17.80,26.20,34.00,33.00,44.00
2025-06-25 01:45:00,22.80,92.80,26.30,26.60,25.00,18.00,26.10,35.00,38.00,42.00
2025-06-25 01:50:00,22.80,92.80,26.30,26.60,25.00,17.90,26.10,35.00,37.00,44.00
2025-06-25 01:55:00,22.80,92.70,26.30,26.60,25.00,18.00,26.10,26.00,64.00,38.00
2025-06-25 02:00:00,22.80,92.90,26.30,26.60,25.00,17.80,25.90,34.00,37.00,43.00
2025-06-25 02:05:00,22.70,92.70,26.30,26.60,25.00,17.90,26.00,32.00,37.00,49.50
2025-06-25 02:10:00,22.60,92.80,26.30,26.60,25.00,17.80,26.10,42.00,36.00,56.00
2025-06-25 02:15:00,22.60,93.00,26.30,26.60,25.00,17.80,26.20,35.00,39.00,37.00
2025-06-25 02:20:00,22.70,93.20,26.30,26.60,25.00,17.90,26.20,34.00,36.00,42.00
2025-06-25 02:25:00,22.60,93.00,26.30,26.60,25.00,18.00,26.00,58.00,36.00,59.00
2025-06-25 02:30:00,22.60,93.10,26.30,26.60,25.00,17.90,26.20,34.00,42.00,42.00
2025-06-25 02:35:00,22.60,93.30,26.30,26.50,25.00,17.90,25.90,32.00,36.00,44.00
2025-06-25 02:40:00,22.60,93.40,26.30,26.60,25.00,17.80,26.00,34.00,29.00,42.00
2025-06-25 02:45:00,22.60,93.20,26.30,26.60,25.00,18.00,26.20,27.00,54.00,58.00
2025-06-25 02:50:00,22.60,93.50,26.30,26.60,25.00,18.00,26.20,34.00,36.00,52.00
2025-06-25 02:55:00,22.60,93.60,26.30,26.60,25.00,17.80,26.20,29.00,44.00,45.00
2025-06-25 03:00:00,22.60,93.60,26.30,26.60,25.00,17.70,26.20,36.00,37.00,46.00
2025-06-25 03:05:00,22.70,93.60,26.30,26.50,25.00,17.90,26.20,22.00,68.00,47.00
2025-06-25 03:10:00,22.70,93.70,26.30,26.50,25.00,17.80,26.20,34.00,31.00,45.00
2025-06-25 03:15:00,22.70,93.90,26.30,26.60,25.00,17.90,26.00,29.00,36.00,46.00
2025-06-25 03:20:00,22.70,93.80,26.30,26.60,25.00,17.80,26.00,46.00,64.00,45.00
2025-06-25 03:25:00,22.70,93.50,26.30,26.60,25.00,17.90,26.20,31.00,44.00,45.00
2025-06-25 03:30:00,22.70,92.70,26.30,26.50,25.00,17.80,26.10,32.00,48.00,52.00
2025-06-25 03:35:00,22.70,92.40,26.30,26.50,25.00,17.90,26.10,36.00,38.00,42.00
2025-06-25 03:40:00,22.70,92.40,26.30,26.50,25.00,17.90,26.10,39.00,32.00,44.00
2025-06-25 03:45:00,22.70,91.40,26.30,26.50,25.00,17.90,26.20,35.00,38.00,45.00
2025-06-25 03:50:00,22.70,91.60,26.30,26.60,25.00,18.00,26.10,31.00,38.00,43.00
2025-06-25 03:55:00,22.60,89.90,26.30,26.40,25.00,18.00,26.20,40.00,36.00,51.00
2025-06-25 04:00:00,22.50,89.00,26.30,26.50,25.00,17.90,26.20,48.00,37.00,62.00
2025-06-25 04:05:00,22.50,89.40,26.30,26.50,25.00,17.80,26.00,43.00,44.00,44.00
2025-06-25 04:10:00,22.30,88.50,26.30,26.50,25.00,17.90,26.20,36.00,38.00,47.00
2025-06-25 04:15:00,22.20,89.40,26.30,26.50,25.00,17.90,26.10,30.00,37.00,40.00
2025-06-25 04:20:00,22.10,90.00,26.30,26.50,25.00,18.00,26.20,32.00,31.00,46.00
2025-06-25 04:25:00,22.00,90.70,26.30,26.50,25.00,17.80,26.20,36.00,44.00,43.00
2025-06-25 04:30:00,22.10,91.20,26.30,26.50,25.00,18.00,26.10,32.00,37.00,42.00
2025-06-25 04:35:00,22.10,91.10,26.30,26.50,25.00,17.90,26.20,44.00,37.00,45.00
2025-06-25 04:40:00,22.00,90.20,26.30,26.50,25.00,17.90,26.20,41.00,49.00,45.00
2025-06-25 04:45:00,21.80,90.00,26.30,26.50,25.00,17.90,26.10,30.00,45.00,45.00
2025-06-25 04:50:00,21.80,90.80,26.30,26.50,25.00,17.90,26.20,32.00,37.00,39.00
2025-06-25 04:55:00,21.70,91.00,26.30,26.30,25.00,17.90,26.10,31.00,41.00,39.00
2025-06-25 05:00:00,21.50,91.30,26.30,26.30,25.00,17.90,26.10,34.00,32.00,39.00
2025-06-25 05:05:00,21.40,91.60,26.30,26.40,25.00,17.90,26.00,34.00,37.00,46.00
2025-06-25 05:10:00,21.30,91.50,26.30,26.30,25.00,17.90,26.10,31.00,38.00,39.00
2025-06-25 05:15:00,21.20,92.00,26.30,26.30,25.00,17.80,26.00,28.00,37.00,47.00
2025-06-25 05:20:00,21.20,92.00,26.30,26.35,25.00,17.85,26.05,30.33,32.00,45.33
2025-06-25 05:25:00,21.05,92.30,26.30,26.40,25.00,17.90,26.10,32.67,27.00,43.67
2025-06-25 05:30:00,20.90,92.60,26.30,26.30,25.00,18.00,26.15,35.00,56.00,42.00
2025-06-25 05:35:00,20.90,92.90,26.30,26.20,25.00,18.00,26.10,35.00,46.00,39.00
2025-06-25 05:40:00,21.00,93.50,26.30,26.20,25.00,17.80,26.10,30.00,34.00,47.00
2025-06-25 05:45:00,21.00,93.70,26.30,26.20,25.00,17.90,26.10,34.00,31.00,36.00
2025-06-25 05:50:00,20.90,93.60,26.30,26.10,25.00,18.00,26.00,24.00,36.00,41.00
2025-06-25 05:55:00,20.80,93.30,26.30,25.90,25.00,18.00,26.00,44.00,36.00,42.00
2025-06-25 06:00:00,20.90,93.70,26.30,25.80,25.00,17.90,26.00,35.00,36.00,45.00
2025-06-25 06:05:00,20.90,93.60,26.30,26.00,25.00,18.00,26.20,28.00,34.00,44.00
2025-06-25 06:10:00,20.70,93.30,26.30,26.10,25.00,18.00,26.00,36.00,49.00,43.00
2025-06-25 06:15:00,20.70,93.90,26.30,26.30,25.00,17.80,26.10,32.00,36.00,58.00
2025-06-25 06:20:00,20.80,94.30,26.30,26.00,25.00,17.90,26.10,39.00,30.00,43.00
2025-06-25 06:25:00,20.70,93.40,26.30,26.00,25.00,17.90,26.00,30.00,36.00,39.00
2025-06-25 06:30:00,20.60,94.00,26.30,25.90,25.00,17.90,26.10,42.00,32.00,44.00
2025-06-25 06:35:00,20.70,94.50,26.20,26.10,25.00,17.80,26.00,34.00,38.00,44.00
2025-06-25 06:40:00,20.70,94.50,26.30,25.90,25.00,17.90,26.10,35.00,45.00,37.00
2025-06-25 06:45:00,20.80,94.70,26.30,26.00,25.00,17.90,26.20,33.00,37.00,45.00
2025-06-25 06:50:00,20.70,94.70,26.30,25.90,25.00,17.80,26.20,47.00,31.00,44.00
2025-06-25 06:55:00,20.60,94.40,26.30,25.60,25.00,18.00,26.20,39.00,35.00,43.00
2025-06-25 07:00:00,20.70,94.80,26.20,25.80,25.00,17.80,26.20,33.00,31.00,44.00
2025-06-25 07:05:00,20.80,95.10,26.30,25.70,25.00,18.00,25.90,34.00,36.00,62.00
2025-06-25 07:10:00,20.80,95.20,26.20,25.60,25.00,17.80,26.20,35.00,40.00,47.00
2025-06-25 07:15:00,20.90,95.40,26.20,25.60,25.00,17.80,26.10,31.00,37.00,38.00
2025-06-25 07:20:00,20.90,95.50,26.20,25.60,25.00,17.80,26.20,40.00,45.00,46.00
2025-06-25 07:25:00,20.80,95.10,26.20,25.60,25.00,18.00,26.20,24.00,28.00,59.00
2025-06-25 07:30:00,20.90,95.20,26.20,25.60,25.00,18.00,26.20,31.00,35.00,44.00
2025-06-25 07:35:00,20.90,95.30,26.20,25.60,25.00,17.80,26.10,41.00,38.00,48.00
2025-06-25 07:40:00,20.90,95.30,26.20,25.60,25.00,17.90,26.00,36.00,36.00,42.00
2025-06-25 07:45:00,20.80,95.00,26.10,25.60,25.00,17.70,25.90,31.00,49.00,42.00
2025-06-25 07:50:00,20.70,94.80,26.00,25.60,25.00,17.80,26.10,33.00,40.00,50.00
2025-06-25 07:55:00,20.60,94.60,26.10,25.70,25.00,17.80,26.20,26.00,38.00,43.00
2025-06-25 08:00:00,20.50,94.70,26.00,25.60,25.00,17.70,26.00,32.00,39.00,46.00
2025-06-25 08:05:00,20.50,94.70,25.70,25.60,25.00,17.90,25.80,34.00,36.00,59.00
2025-06-25 08:10:00,20.50,94.90,25.80,25.60,25.00,17.80,25.90,36.00,36.00,42.00
2025-06-25 08:15:00,20.50,95.10,25.80,25.60,25.00,17.70,26.00,35.00,34.00,46.00
2025-06-25 08:20:00,20.50,95.40,25.60,25.60,25.00,17.70,26.10,39.00,44.00,51.00
2025-06-25 08:25:00,20.40,95.20,25.70,25.60,25.00,17.80,25.90,37.00,27.00,39.00
2025-06-25 08:30:00,20.40,95.40,25.60,25.60,25.00,17.80,25.90,34.00,36.00,43.00
2025-06-25 08:35:00,20.40,95.50,25.50,25.60,25.00,18.00,25.98,33.00,40.00,46.00
2025-06-25 08:40:00,20.50,95.70,25.70,25.60,25.00,17.90,26.05,34.00,35.00,49.00
